service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
T2341301,0,0,0,0,0,0,1,20200526,20200824
T2341302,0,0,0,0,0,0,1,20200526,20200824
T2341303,0,0,0,0,0,0,1,20200526,20200824
T2341304,0,0,0,0,0,0,1,20200526,20200824
T2341416,1,1,1,1,1,0,0,20200526,20200824
T2341417,1,1,1,1,1,0,0,20200526,20200824
T2341418,1,1,1,1,1,0,0,20200526,20200824
T2341419,1,1,1,1,1,0,0,20200526,20200824
T2341420,1,1,1,1,1,0,0,20200526,20200824
T2341421,1,1,1,1,1,0,0,20200526,20200824
T2341422,1,1,1,1,1,0,0,20200526,20200824
T2341423,1,1,1,1,1,0,0,20200526,20200824
T2341424,1,1,1,1,1,0,0,20200526,20200824
T2341425,1,1,1,1,1,0,0,20200526,20200824
T2341764,0,0,0,0,0,0,1,20200526,20200824
T2341765,0,0,0,0,0,0,1,20200526,20200824
T2341766,0,0,0,0,0,0,1,20200526,20200824
T2341767,0,0,0,0,0,0,1,20200526,20200824
T2341768,0,0,0,0,0,0,1,20200526,20200824
T2341843,1,1,1,1,1,0,0,20200526,20200824
T2341844,1,1,1,1,1,0,0,20200526,20200824
T2341845,1,1,1,1,1,0,0,20200526,20200824
T2341846,1,1,1,1,1,0,0,20200526,20200824
T2341847,1,1,1,1,1,0,0,20200526,20200824
T2341848,1,1,1,1,1,0,0,20200526,20200824
T2341849,1,1,1,1,1,0,0,20200526,20200824
T2341850,1,1,1,1,1,0,0,20200526,20200824
T2341851,1,1,1,1,1,0,0,20200526,20200824
T2342532,1,1,1,1,1,0,0,20200526,20200824
T2342542,1,1,1,1,1,0,0,20200526,20200824
T2342543,1,1,1,1,1,0,0,20200526,20200824
T2342544,1,1,1,1,1,0,0,20200526,20200824
T2342545,1,1,1,1,1,0,0,20200526,20200824
T2342546,1,1,1,1,1,0,0,20200526,20200824
T2342547,1,1,1,1,1,0,0,20200526,20200824
T2342741,1,1,1,1,1,0,0,20200526,20200824
T2342742,1,1,1,1,1,0,0,20200526,20200824
T2342743,1,1,1,1,1,0,0,20200526,20200824
T2342744,1,1,1,1,1,0,0,20200526,20200824
T2342745,1,1,1,1,1,0,0,20200526,20200824
T2342746,1,1,1,1,1,0,0,20200526,20200824
T2342747,1,1,1,1,1,0,0,20200526,20200824
T2342748,1,1,1,1,1,0,0,20200526,20200824
T2342855,0,0,0,0,0,0,1,20200526,20200824
T2342856,0,0,0,0,0,0,1,20200526,20200824
T2342857,0,0,0,0,0,0,1,20200526,20200824
T2342858,0,0,0,0,0,0,1,20200526,20200824
T2342859,0,0,0,0,0,0,1,20200526,20200824
T2342860,0,0,0,0,0,0,1,20200526,20200824
T2342861,0,0,0,0,0,0,1,20200526,20200824
T2342985,0,0,0,0,0,0,1,20200526,20200824
T2342986,0,0,0,0,0,0,1,20200526,20200824
T2342987,0,0,0,0,0,0,1,20200526,20200824
T2342988,0,0,0,0,0,0,1,20200526,20200824
T2343217,1,1,1,1,1,0,0,20200526,20200824
T2343218,1,1,1,1,1,0,0,20200526,20200824
T2343219,1,1,1,1,1,0,0,20200526,20200824
T2343220,1,1,1,1,1,0,0,20200526,20200824
T2343259,1,1,1,1,1,0,0,20200526,20200824
T2343260,1,1,1,1,1,0,0,20200526,20200824
T2343261,1,1,1,1,1,0,0,20200526,20200824
T2343262,1,1,1,1,1,0,0,20200526,20200824
T2343263,1,1,1,1,1,0,0,20200526,20200824
T2343264,1,1,1,1,1,0,0,20200526,20200824
T2343265,1,1,1,1,1,0,0,20200526,20200824
T2343266,1,1,1,1,1,0,0,20200526,20200824
T2391595,1,1,1,1,1,0,0,20200526,20200824
T2391596,1,1,1,1,1,0,0,20200526,20200824
T2391597,1,1,1,1,1,0,0,20200526,20200824
T2391598,1,1,1,1,1,0,0,20200526,20200824
T2391599,1,1,1,1,1,0,0,20200526,20200824
T2391600,1,1,1,1,1,0,0,20200526,20200824
T2391601,1,1,1,1,1,0,0,20200526,20200824
T2391602,1,1,1,1,1,0,0,20200526,20200824
T2391955,1,1,1,1,1,0,0,20200526,20200824
T2392082,1,1,1,1,1,0,0,20200526,20200824
T2392083,1,1,1,1,1,0,0,20200526,20200824
T2392084,1,1,1,1,1,0,0,20200526,20200824
T2392085,1,1,1,1,1,0,0,20200526,20200824
T2392086,1,1,1,1,1,0,0,20200526,20200824
T2392087,1,1,1,1,1,0,0,20200526,20200824
T2392088,1,1,1,1,1,0,0,20200526,20200824
